id,uuid,location,resolution,producer,operating_system,ip
2808,HhjXZ,Paris,4K,Sencor,Linux,2.200.169.40
2809,tz39BJGPN,Amsterdam,"Full HD",LG,Android,248.47.252.81
2810,7QMcS0a,Berlin,4K,Samsung,Ubuntu,68.241.198.144
2811,mjnEoa,Amsterdam,4K,Samsung,Android,185.184.176.222
2812,iDJCFad,Berlin,4K,Samsung,Linux,157.230.11.10
2813,Y1qwUre,Warsaw,4K,LG,Android,221.75.78.205
2814,ockaOTdKbp,Berlin,4K,Philips,Linux,145.174.3.38
2815,qwjoOG,Berlin,"Full HD",Samsung,Ubuntu,89.65.75.52
2816,Lx5AfS,Warsaw,"Full HD",Philips,Android,9.24.247.74
2817,8il3YRC2d,Paris,4K,Samsung,Ubuntu,225.56.229.68
2818,kFjuI1x,Berlin,"Full HD",Samsung,Android,206.86.192.204
2819,DhPSizoU4,Amsterdam,"Full HD",LG,Ubuntu,239.223.238.241
2820,i7nkg3,Amsterdam,"Full HD",Sencor,Android,222.74.38.72
2821,swat2,Warsaw,4K,LG,Android,221.200.120.85
2822,OJ3Hn5u,Paris,"Full HD",Sencor,Ubuntu,172.167.17.147
2823,c9UqRmG3,Berlin,"Full HD",Samsung,Android,161.25.12.71
2824,GiDpCeIJF2,Amsterdam,4K,Philips,Android,233.135.162.104
2825,mIGH3y89,Warsaw,"Full HD",Sencor,Linux,53.130.16.72
2826,osUNiHzLSf,Warsaw,"Full HD",Sencor,Linux,11.213.37.150
2827,liA10cy,Amsterdam,4K,Samsung,Linux,167.102.111.217
2828,vEywd9xb,Berlin,"Full HD",Sencor,Ubuntu,213.170.115.99
2829,lCUXiItB,Warsaw,"Full HD",Philips,Ubuntu,67.178.160.85
2830,ZyJ7bjVD5,Amsterdam,4K,Samsung,Android,41.63.75.157
2831,32PcDUi7S,Berlin,"Full HD",LG,Android,20.178.81.156
2832,92eODL5,Paris,4K,Sencor,Linux,153.105.128.23
2833,iM1LUv02TK,Berlin,4K,Philips,Ubuntu,32.63.38.47
2834,uUGj0vsMzN,Warsaw,4K,LG,Linux,47.209.8.24
2835,ku26HTlyJE,Berlin,"Full HD",Philips,Linux,22.25.179.169
2836,rJ0h8IL,Berlin,4K,Philips,Linux,169.143.146.228
2837,qEpZXGh,Berlin,"Full HD",Sencor,Ubuntu,144.107.231.139
2838,VFqtSslcLy,Warsaw,4K,Samsung,Linux,111.182.69.188
2839,v9ZLGx8lA,Paris,"Full HD",Samsung,Android,87.2.123.215
2840,z05MG9D,Warsaw,"Full HD",Philips,Android,171.58.244.139
2841,zdqWH,Berlin,4K,Samsung,Ubuntu,38.180.241.120
2842,mB2704P,Amsterdam,"Full HD",Philips,Linux,58.200.118.107
2843,m1LA82oMsX,Berlin,"Full HD",Philips,Ubuntu,209.245.105.87
2844,T3UoSH7hZy,Warsaw,"Full HD",Philips,Ubuntu,160.192.171.109
2845,KZe7I0S,Warsaw,4K,Sencor,Ubuntu,169.111.64.233
2846,RXZGxyft2Y,Warsaw,4K,Sencor,Ubuntu,177.36.101.86
2847,flezL,Berlin,4K,LG,Ubuntu,175.228.172.146
2848,2Jo07YNS,Berlin,"Full HD",LG,Ubuntu,10.187.150.180
2849,R28Xl,Amsterdam,4K,Sencor,Android,1.32.1.62
2850,D5hreWJf,Warsaw,4K,LG,Linux,123.76.45.180
2851,1QCXTcgpH,Paris,4K,Samsung,Linux,127.87.110.115
2852,enwkf8HME,Warsaw,4K,Philips,Android,7.236.1.117
2853,vHPjiB12q,Berlin,"Full HD",Sencor,Android,158.253.100.180
2854,D6jag0iBJZ,Paris,4K,Philips,Ubuntu,43.194.20.233
2855,MBJLtdX,Amsterdam,4K,Samsung,Android,203.138.157.122
2856,dkvZPIQ,Warsaw,"Full HD",Sencor,Ubuntu,48.229.191.252
2857,m2nv4Ful,Paris,4K,Philips,Linux,95.244.79.82
2858,erBnL,Paris,"Full HD",LG,Android,80.133.178.193
2859,wjduyFcY45,Paris,"Full HD",LG,Android,65.62.237.113
2860,QER5adq,Berlin,"Full HD",Philips,Ubuntu,119.57.142.208
2861,WGHtE,Paris,4K,LG,Linux,11.130.97.68
2862,HrzE6,Warsaw,"Full HD",LG,Linux,186.239.201.246
2863,YDpBUsbX,Paris,"Full HD",Samsung,Android,134.123.140.149
2864,Elwpvi1,Berlin,4K,LG,Ubuntu,1.39.185.50
2865,lNjOxMt56s,Warsaw,4K,LG,Linux,68.146.206.234
2866,GrMlK,Paris,"Full HD",LG,Ubuntu,228.93.87.11
2867,dNMpAFrU,Amsterdam,"Full HD",LG,Linux,200.200.78.88
2868,Kb1Umco89M,Paris,"Full HD",LG,Linux,62.143.89.205
2869,bZCwJgt,Berlin,4K,Sencor,Linux,120.251.1.160
2870,PmIdxpos,Paris,4K,LG,Android,132.147.213.63
2871,h5mis,Berlin,"Full HD",Philips,Android,173.139.95.64
2872,syB7LT,Berlin,"Full HD",LG,Ubuntu,4.47.66.13
2873,7yO8YMV,Berlin,"Full HD",Sencor,Android,141.152.245.90
2874,8jgYK,Berlin,4K,Samsung,Ubuntu,252.240.206.193
2875,oTpEzh9,Paris,"Full HD",LG,Linux,127.236.1.160
2876,9xFvKEPt,Warsaw,4K,Philips,Android,12.193.73.215
2877,iBFzVbrds,Berlin,"Full HD",LG,Ubuntu,104.111.57.61
2878,RGbSdLge89,Warsaw,4K,Samsung,Android,188.31.146.117
2879,uI2AvwbKl,Warsaw,"Full HD",LG,Linux,137.167.40.91
2880,fM6w8I2n,Berlin,4K,Sencor,Linux,120.192.159.195
2881,70NyFsIt,Berlin,4K,LG,Linux,130.11.92.147
2882,O9mYM,Warsaw,4K,Philips,Ubuntu,70.93.183.82
2883,ctuoL,Amsterdam,4K,Philips,Android,166.138.10.11
2884,isPgy8E,Berlin,4K,LG,Linux,224.122.123.234
2885,MKWn2q1s,Amsterdam,4K,Sencor,Linux,23.79.83.150
2886,1JBLV,Berlin,"Full HD",Samsung,Ubuntu,143.136.167.154
2887,vhNkyCS1,Berlin,4K,LG,Ubuntu,137.108.74.175
2888,WlSPOad7HF,Amsterdam,"Full HD",LG,Android,243.30.138.210
2889,rLAsT1hG,Warsaw,4K,Sencor,Linux,185.137.168.134
2890,JqUlFW3Nj,Warsaw,4K,Philips,Linux,16.68.33.11
2891,LJDOBiHp,Amsterdam,4K,Philips,Ubuntu,137.202.46.7
2892,fYgQNX,Warsaw,"Full HD",Sencor,Linux,218.240.253.29
2893,oihKTsRdUm,Amsterdam,4K,Sencor,Linux,48.207.130.133
2894,vAhqJT,Warsaw,4K,Philips,Android,204.188.94.5
2895,8Skjb,Paris,"Full HD",Samsung,Android,89.108.108.109
2896,QCqiZn1,Amsterdam,"Full HD",Sencor,Linux,218.65.17.21
2897,rD7AJwGQ28,Warsaw,4K,Philips,Ubuntu,153.196.173.103
2898,9F5lk,Warsaw,4K,Philips,Android,236.119.43.10
2899,8F0Amn,Warsaw,"Full HD",Sencor,Linux,40.213.4.45
2900,1PlLiDuY,Warsaw,4K,Philips,Android,32.229.111.9
2901,LXjmkd,Warsaw,"Full HD",LG,Ubuntu,12.142.98.111
2902,u0BjvCVFt,Berlin,4K,Philips,Android,114.206.123.75
2903,8BvDi9GV,Berlin,4K,Sencor,Android,160.43.202.164
2904,kuOMJ2KtDI,Paris,4K,Sencor,Ubuntu,125.251.195.57
2905,finYKV3ml,Paris,4K,LG,Linux,43.97.197.218
2906,QA30W,Berlin,"Full HD",Samsung,Linux,147.222.246.11
2907,Ke5UhX1At,Berlin,"Full HD",LG,Linux,157.81.234.227
2908,kSBDN2E0X,Amsterdam,"Full HD",Samsung,Android,66.112.216.66
2909,wC9Eh,Berlin,"Full HD",Samsung,Ubuntu,180.151.139.89
2910,rEm0xguVD,Warsaw,"Full HD",Samsung,Linux,170.32.152.234
2911,bRiyDKon,Berlin,"Full HD",Sencor,Android,188.45.132.100
2912,HKRQqBzymF,Berlin,4K,Philips,Ubuntu,8.114.115.118
2913,qjLN1,Warsaw,"Full HD",Sencor,Linux,87.226.149.167
2914,GHtMEfI,Paris,4K,Philips,Ubuntu,208.54.125.57
2915,mbvqL4KVSs,Berlin,4K,Philips,Linux,222.96.146.123
2916,0uAUeq,Warsaw,4K,Philips,Ubuntu,113.165.188.136
2917,uH1RFko3U,Amsterdam,4K,Sencor,Ubuntu,102.42.43.126
2918,TC90xyk,Paris,4K,Philips,Ubuntu,191.49.152.251
2919,wt6oRW,Paris,"Full HD",LG,Ubuntu,198.182.119.83
2920,1bwBR5,Amsterdam,"Full HD",Samsung,Linux,117.5.18.174
2921,BMnvK,Berlin,4K,Samsung,Linux,62.25.119.151
2922,albQd,Paris,4K,LG,Linux,36.114.187.172
2923,Qcaw9f,Paris,4K,LG,Ubuntu,185.37.48.59
2924,HIF4BWGE,Berlin,4K,Samsung,Linux,200.16.241.73
2925,Qn2Xw0ldm,Warsaw,"Full HD",Philips,Linux,35.3.147.47
2926,WenQcXi7b,Warsaw,"Full HD",Sencor,Ubuntu,252.212.66.137
2927,VNOEuY,Berlin,"Full HD",Philips,Android,50.203.35.217
2928,DAo4lPBt5,Warsaw,4K,LG,Linux,35.17.165.67
2929,eF7xW,Paris,4K,Philips,Ubuntu,252.80.209.135
2930,PzJE6NgjIC,Paris,4K,Sencor,Linux,10.70.138.174
2931,VlYGFnu,Berlin,"Full HD",Philips,Android,185.90.45.227
2932,UA5yxp6,Berlin,4K,Philips,Linux,53.199.223.225
2933,j04B215Va,Amsterdam,4K,Sencor,Linux,167.207.181.200
2934,AfOjE,Amsterdam,"Full HD",LG,Ubuntu,131.138.252.116
2935,3jlPuJRGfs,Paris,4K,Samsung,Linux,157.209.77.100
2936,0vJc1RiC,Amsterdam,4K,LG,Linux,182.124.5.74
2937,P7gDBck5SW,Amsterdam,4K,Philips,Android,172.51.238.107
2938,NxLqiW,Amsterdam,"Full HD",Samsung,Linux,9.72.96.195
2939,SnlxUeZ,Berlin,4K,Philips,Ubuntu,144.158.3.83
2940,atyicUz,Amsterdam,"Full HD",Philips,Ubuntu,207.60.138.23
2941,xHqPhX8Dl,Warsaw,4K,Philips,Ubuntu,124.159.235.141
2942,Ng2GZ1I,Paris,"Full HD",Samsung,Ubuntu,196.50.17.207
2943,vRuNz3Epa,Berlin,"Full HD",Philips,Ubuntu,82.141.149.110
2944,qSJk3YCLM,Berlin,"Full HD",LG,Android,140.184.58.82
2945,Eli2BPgz1,Warsaw,4K,Samsung,Ubuntu,137.255.27.224
2946,owaEsdMh,Amsterdam,"Full HD",Philips,Android,187.139.218.223
2947,qChbN,Berlin,4K,LG,Ubuntu,204.91.186.88
2948,Flbvhpr,Berlin,"Full HD",Samsung,Android,100.32.41.244
2949,wFD93uIPzK,Amsterdam,4K,LG,Android,118.45.166.228
2950,hLECoAKw9V,Berlin,4K,LG,Ubuntu,133.83.56.159
2951,e4pB2kdJyQ,Berlin,4K,Philips,Linux,172.142.57.210
2952,0AbIod3N1M,Berlin,"Full HD",Samsung,Ubuntu,38.218.232.7
2953,sRwOr1gM,Paris,"Full HD",LG,Linux,131.123.114.87
2954,ZaLOIMQ,Berlin,4K,Samsung,Android,118.132.8.247
2955,zVnPNXui,Paris,"Full HD",Samsung,Ubuntu,28.26.207.25
2956,a79mFjIi,Berlin,4K,Samsung,Ubuntu,165.220.132.205
2957,ya74reAQ,Warsaw,4K,Samsung,Ubuntu,166.81.249.7
2958,GMmFsrw2,Warsaw,4K,Sencor,Android,200.132.213.168
2959,NwYfkEnK6,Amsterdam,"Full HD",Samsung,Ubuntu,215.54.42.215
2960,D5U09,Warsaw,"Full HD",LG,Android,0.27.69.206
2961,tj1GoL5H,Amsterdam,"Full HD",Philips,Android,84.19.110.123
2962,ykunEjp,Amsterdam,4K,Sencor,Linux,186.23.183.145
2963,QStxAYIL,Warsaw,"Full HD",Samsung,Linux,66.31.240.144
2964,TSmAE9r,Warsaw,4K,Samsung,Android,59.75.139.4
2965,fdY4u,Paris,4K,LG,Linux,67.141.151.69
2966,PKctH8Led,Amsterdam,"Full HD",LG,Linux,72.157.106.225
2967,vUjMKSEk,Paris,"Full HD",LG,Ubuntu,30.80.13.175
2968,tXsFQ9C,Paris,4K,LG,Ubuntu,79.225.111.184
2969,dcfAzBr,Berlin,"Full HD",Sencor,Linux,183.220.98.50
2970,Aw5E6sQH1j,Warsaw,"Full HD",Samsung,Android,114.151.23.36
2971,Hup3jJdcv,Paris,4K,Sencor,Linux,136.170.165.81
2972,sKvYJ3FDx,Paris,4K,LG,Android,244.69.127.231
2973,QmcRnsMCUo,Amsterdam,4K,Sencor,Android,184.99.169.203
2974,SO7lwWMe6d,Amsterdam,"Full HD",Philips,Ubuntu,201.166.149.139
2975,8JUDVZIGmz,Amsterdam,"Full HD",Philips,Android,206.140.176.54
2976,wa98pQXmy,Paris,4K,LG,Linux,157.182.200.96
2977,eMLS6qD,Warsaw,4K,Philips,Linux,245.224.217.224
2978,zpJFlgcIa,Warsaw,4K,Samsung,Ubuntu,251.199.233.243
2979,WJz9ceksxV,Amsterdam,4K,Samsung,Ubuntu,102.207.206.244
2980,nJOaHbuIB,Berlin,"Full HD",Philips,Linux,13.228.122.180
2981,izFjMIYc,Berlin,4K,LG,Android,31.39.240.149
2982,CgJh0j,Paris,"Full HD",Sencor,Linux,37.84.80.214
2983,ZxVkD,Warsaw,4K,Philips,Android,146.248.218.121
2984,7vDlAZqsb,Amsterdam,"Full HD",Samsung,Android,235.196.10.180
2985,6Aj1eBP,Paris,4K,Sencor,Android,105.45.226.89
2986,LUtjke,Amsterdam,"Full HD",Philips,Linux,152.238.94.78
2987,4ASB2haIf,Paris,"Full HD",Sencor,Ubuntu,153.239.0.188
2988,zMX9m,Paris,"Full HD",Philips,Android,208.64.224.157
2989,FLkmvSPC,Warsaw,4K,Samsung,Android,200.140.239.189
2990,M9LuK8,Paris,"Full HD",Samsung,Android,114.96.199.69
2991,RXMOj,Paris,"Full HD",Philips,Ubuntu,52.128.48.115
2992,l6Qo7Uc2pz,Amsterdam,"Full HD",Sencor,Ubuntu,118.252.167.201
2993,Yd03VC,Warsaw,4K,Sencor,Ubuntu,4.145.194.188
2994,JQ1Iz5,Berlin,"Full HD",Philips,Ubuntu,169.195.197.203
2995,cuBH4,Warsaw,4K,Philips,Ubuntu,180.126.175.143
2996,u1D8p,Berlin,"Full HD",Sencor,Ubuntu,188.138.133.166
2997,Zo3Fi,Warsaw,4K,Samsung,Ubuntu,68.93.117.9
2998,QI5xLa,Berlin,4K,Sencor,Linux,174.117.62.48
2999,OC6JE,Warsaw,"Full HD",Samsung,Android,96.4.237.135
3000,ECkTi9D,Amsterdam,4K,Samsung,Ubuntu,15.114.237.133
3001,dQFPSx5uYe,Paris,"Full HD",LG,Linux,82.4.174.175
3002,FORZKMVQz,Warsaw,4K,LG,Linux,116.138.152.8
3003,I4Hu0mD,Amsterdam,4K,Philips,Linux,221.198.91.37
3004,5SueyO,Paris,"Full HD",LG,Linux,59.241.244.154
3005,CRZ7ONHMg,Paris,4K,Sencor,Linux,94.221.201.130
3006,gASWptK,Amsterdam,"Full HD",Philips,Linux,214.124.220.126
3007,YKbwN,Warsaw,4K,Samsung,Ubuntu,1.231.42.71
3008,HbIya,Warsaw,4K,Sencor,Ubuntu,104.74.151.71
3009,3weKLGm,Amsterdam,4K,Samsung,Android,20.198.46.127
3010,EwDyCFLdlH,Warsaw,"Full HD",Sencor,Ubuntu,221.77.93.7
3011,NFxkulE,Berlin,"Full HD",LG,Ubuntu,203.0.50.38
3012,lue1Ts,Berlin,4K,Samsung,Linux,85.13.63.87
3013,C7Kr1,Paris,4K,LG,Linux,34.110.24.117
3014,6Th5y,Paris,"Full HD",LG,Android,159.127.247.8
3015,qnOzWlVuR,Amsterdam,4K,LG,Android,139.124.132.231
3016,HRLbNZ7c,Paris,"Full HD",Philips,Android,127.189.76.199
3017,V8ZaLY,Berlin,"Full HD",Samsung,Android,154.173.250.101
3018,rycaS4,Paris,"Full HD",Philips,Android,176.227.141.166
3019,7LIxX2,Amsterdam,4K,LG,Ubuntu,239.216.117.190
3020,d1S3Pa,Amsterdam,"Full HD",Sencor,Ubuntu,39.244.228.25
3021,2YelbEQUd,Warsaw,"Full HD",Sencor,Linux,203.152.233.151
3022,r9zN1QtC4u,Paris,"Full HD",Sencor,Linux,168.18.124.74
3023,t19fA,Warsaw,"Full HD",Philips,Linux,180.241.134.227
3024,wWihv5AC,Paris,4K,Sencor,Linux,187.230.168.231
3025,g2GrPxbpi,Amsterdam,"Full HD",Philips,Linux,201.248.20.151
3026,ewEFjKYq,Warsaw,4K,Samsung,Android,199.220.66.66
3027,uIZlJk3f,Berlin,4K,LG,Linux,96.37.205.17
3028,qIMtEb,Warsaw,"Full HD",Philips,Linux,24.243.86.54
3029,cnQpEHbm,Paris,4K,Sencor,Android,120.80.228.84
3030,pTyct6qFJ,Amsterdam,"Full HD",Samsung,Ubuntu,252.205.243.209
3031,UG5W2o,Berlin,"Full HD",Samsung,Linux,194.18.3.220
3032,j3uX2,Paris,"Full HD",Samsung,Android,158.217.202.136
3033,wLtTpR5S4,Warsaw,"Full HD",Samsung,Ubuntu,179.34.200.172
3034,hNucSf7,Amsterdam,4K,Philips,Android,99.115.189.7
3035,Z1lYJ8gErv,Paris,4K,Philips,Linux,241.96.243.110
3036,Fm4Zd,Berlin,4K,Samsung,Linux,219.95.114.120
3037,nPVMDYkzv2,Paris,4K,Sencor,Ubuntu,15.182.90.243
3038,aYOCJ,Warsaw,4K,Samsung,Linux,152.222.210.239
3039,4DgoKN,Berlin,"Full HD",Sencor,Ubuntu,153.26.191.189
3040,TWFUji5R8c,Paris,4K,Samsung,Linux,222.173.226.206
3041,hgfpBUoTi,Paris,4K,Samsung,Ubuntu,13.173.50.210
3042,pATlk,Paris,4K,Samsung,Linux,14.111.112.192
3043,HlU9Ve7C,Paris,"Full HD",Sencor,Ubuntu,115.47.47.180
3044,83OYKPM,Berlin,4K,Philips,Linux,226.187.125.35
3045,1j3D80,Warsaw,"Full HD",Sencor,Linux,68.220.231.133
3046,webyDanGM,Paris,"Full HD",Samsung,Android,44.42.179.187
3047,fuHX1,Warsaw,4K,Philips,Ubuntu,115.203.206.41
3048,VBGa0Ep,Berlin,"Full HD",Samsung,Ubuntu,21.165.221.155
3049,Sdx7Em,Paris,4K,Samsung,Android,196.101.182.175
3050,iqczw7XUk,Amsterdam,4K,Samsung,Linux,197.183.191.182
3051,YSb29sWZd,Berlin,4K,Philips,Android,32.11.146.59
3052,xPE0U3fva,Warsaw,4K,Sencor,Linux,228.148.59.49
3053,hU2odxft,Amsterdam,"Full HD",Samsung,Ubuntu,25.10.206.255
3054,DgJuhbr,Amsterdam,4K,Philips,Android,26.205.228.104
3055,Ilj1UDH6,Warsaw,4K,Samsung,Ubuntu,176.38.248.8
3056,x2PSFhBq,Warsaw,4K,LG,Ubuntu,26.250.127.89
3057,AWm8n,Amsterdam,"Full HD",LG,Android,234.227.254.117
3058,6XjGz4oPam,Amsterdam,4K,Philips,Ubuntu,14.168.114.238
3059,7GyXBeAgYh,Berlin,4K,Samsung,Linux,64.118.167.184
3060,MOoTJ,Warsaw,4K,Samsung,Linux,44.112.1.61
3061,ojfaEF,Warsaw,"Full HD",Sencor,Ubuntu,175.116.217.226
3062,2HiK7SQ,Berlin,"Full HD",LG,Android,15.14.50.75
3063,86M5DWQj,Paris,"Full HD",Philips,Android,114.123.208.53
3064,9dEPQHwI,Berlin,"Full HD",Samsung,Android,170.253.167.54
3065,KGLR5dbwie,Berlin,4K,Samsung,Ubuntu,34.182.97.129
3066,DYRXm,Warsaw,"Full HD",LG,Ubuntu,6.128.24.220
3067,YbfHhymVk3,Paris,"Full HD",Philips,Ubuntu,77.234.141.220
3068,DP9U7dTMvG,Amsterdam,4K,LG,Ubuntu,219.56.118.121
3069,KaPUx,Berlin,4K,LG,Linux,54.15.88.239
3070,q4zf1,Warsaw,4K,Samsung,Linux,11.255.47.34
3071,r3sw5PM,Amsterdam,4K,Sencor,Android,2.227.232.227
3072,0BKCpr,Amsterdam,"Full HD",LG,Ubuntu,226.57.95.111
3073,i4flEU,Amsterdam,"Full HD",LG,Android,103.15.39.45
3074,J7tArwj9,Berlin,"Full HD",Philips,Linux,165.167.127.242
3075,X4N5p2q,Amsterdam,"Full HD",LG,Ubuntu,145.237.159.170
3076,lvNXC,Warsaw,4K,Philips,Ubuntu,109.115.43.125
3077,eSMvXQ9pD,Berlin,4K,Philips,Android,204.141.72.22
3078,u6ARch2,Berlin,4K,Samsung,Ubuntu,132.178.2.32
3079,Exlnr,Warsaw,4K,Sencor,Ubuntu,246.211.191.173
3080,D6NHctyG3,Warsaw,4K,LG,Ubuntu,61.170.51.95
3081,mQDisv,Berlin,"Full HD",Philips,Ubuntu,245.49.200.122
3082,biyqSMH,Berlin,4K,Samsung,Android,102.28.156.168
3083,Jpe23wlC,Warsaw,4K,Samsung,Linux,198.24.154.46
3084,R1wo7D6ILQ,Amsterdam,4K,Philips,Android,14.184.109.195
3085,zGjHm,Warsaw,4K,LG,Android,251.67.114.153
3086,XKpD0VaqP,Paris,4K,LG,Ubuntu,48.41.107.27
3087,gGNuB43sE,Amsterdam,"Full HD",Philips,Android,235.61.166.191
3088,ZauzFh279H,Amsterdam,4K,Philips,Android,112.77.144.88
3089,e5pa6BQ3s,Warsaw,4K,Philips,Ubuntu,242.19.81.34
3090,mqp7t1o,Warsaw,4K,Samsung,Android,71.150.169.255
3091,HNDOEPG,Amsterdam,4K,Sencor,Linux,95.75.198.142
3092,PO94C,Amsterdam,4K,Philips,Ubuntu,183.80.249.88
3093,XcLDGb,Warsaw,"Full HD",Samsung,Android,61.46.106.96
3094,QURYsi,Warsaw,4K,Philips,Linux,219.205.62.227
3095,oQHfx,Warsaw,4K,Sencor,Linux,215.0.167.97
3096,hc2wAxp3,Warsaw,4K,Samsung,Ubuntu,37.128.57.82
3097,9uFHjS2,Paris,"Full HD",Sencor,Android,190.161.74.241
3098,F4YwQ5BS,Berlin,4K,Philips,Ubuntu,164.67.139.33
3099,TOAP7pmkg,Amsterdam,4K,LG,Android,248.80.227.157
3100,4MujO8b,Amsterdam,4K,Philips,Android,240.15.60.64
3101,l28voA,Berlin,4K,LG,Linux,139.217.164.89
3102,JezoXfwPyh,Warsaw,"Full HD",Samsung,Linux,174.126.218.172
3103,flWvU,Paris,"Full HD",Samsung,Linux,196.58.225.171
3104,2yjUu,Warsaw,4K,LG,Linux,157.44.152.20
3105,e4Bsvgi5,Berlin,4K,Samsung,Ubuntu,249.239.240.200
3106,726aS,Berlin,"Full HD",LG,Ubuntu,152.7.186.210
3107,LbBGchAiH,Amsterdam,"Full HD",Sencor,Ubuntu,24.63.200.31
3108,sB9H8jk,Paris,4K,Samsung,Android,212.12.195.105
3109,aTh9yEdSWV,Paris,"Full HD",LG,Ubuntu,201.143.23.104
3110,C8ft2v5R,Warsaw,4K,Samsung,Linux,92.143.173.247
3111,aLopUq,Paris,4K,Philips,Ubuntu,170.189.250.80
3112,Ng9Ym,Amsterdam,"Full HD",Sencor,Android,56.230.69.107
3113,mis5GHb,Amsterdam,4K,LG,Ubuntu,6.155.142.70
3114,3pircv,Amsterdam,"Full HD",Sencor,Linux,26.102.190.253
3115,zxhpKHiyj,Berlin,"Full HD",Philips,Linux,239.213.240.67
3116,KiLMO5A,Berlin,4K,Philips,Ubuntu,133.95.162.117
3117,dDgKtZ,Warsaw,"Full HD",Sencor,Linux,217.84.222.33
3118,yJCc3,Paris,4K,Philips,Linux,185.184.62.30
3119,O0HlKtdkG,Amsterdam,"Full HD",Sencor,Linux,170.147.13.210
3120,wEXZPL,Amsterdam,"Full HD",Sencor,Linux,68.197.212.139
3121,v5kp1yw,Amsterdam,4K,Sencor,Linux,220.162.71.89
3122,PamUnpdTjC,Paris,"Full HD",LG,Ubuntu,139.142.11.237
3123,LcIMn,Warsaw,4K,Philips,Ubuntu,22.19.155.10
3124,B3naqtl5,Berlin,"Full HD",Philips,Ubuntu,176.190.223.107
3125,FZ63O,Amsterdam,4K,Samsung,Android,101.102.61.92
3126,EGUJI,Berlin,"Full HD",LG,Ubuntu,203.52.88.149
3127,HxP0gzm4t,Berlin,"Full HD",Philips,Android,254.78.196.142
3128,XwgpPyx,Berlin,4K,Samsung,Android,85.38.176.123
3129,CIrQs,Berlin,4K,Sencor,Android,198.131.111.203
3130,YVdQMiBJK0,Warsaw,4K,Samsung,Android,161.119.83.42
3131,NHbIcuEZV,Warsaw,"Full HD",LG,Ubuntu,123.4.158.134
3132,dQarbqm,Berlin,"Full HD",Samsung,Ubuntu,133.247.182.154
3133,UlDtoZ,Warsaw,4K,LG,Android,240.6.134.51
3134,yhstFY,Warsaw,4K,Samsung,Android,10.83.232.206
3135,dT8m0v,Berlin,4K,Sencor,Android,159.61.35.245
3136,6R1InCumHd,Berlin,"Full HD",Sencor,Ubuntu,82.207.37.238
3137,KaAH4br,Warsaw,"Full HD",Philips,Linux,193.195.16.153
3138,EigRVaL2Z,Warsaw,4K,LG,Ubuntu,69.18.248.117
3139,92kegr,Warsaw,4K,Samsung,Android,132.249.179.71
3140,fNeDMl,Paris,4K,Sencor,Android,82.229.172.125
3141,zyCbf,Berlin,4K,Philips,Ubuntu,228.71.217.231
3142,9kDpXMOIW,Berlin,4K,LG,Linux,190.244.7.172
3143,gAsU6,Berlin,"Full HD",LG,Android,33.129.23.135
3144,Hhbctye,Warsaw,4K,Samsung,Linux,28.23.248.144
3145,BEMw6cei,Warsaw,"Full HD",Sencor,Linux,170.84.190.22
3146,I6kYhgSbv,Berlin,4K,Philips,Android,182.9.157.130
3147,5qiaxTGmKC,Paris,"Full HD",Samsung,Android,229.250.211.255
3148,Ff6SIxrl,Amsterdam,"Full HD",LG,Ubuntu,136.102.18.226
3149,NUpy2Tj8Q7,Warsaw,"Full HD",Sencor,Ubuntu,10.91.178.29
3150,S0mKwyni,Berlin,4K,Philips,Linux,120.153.51.123
3151,bpd8PKrol,Paris,"Full HD",Samsung,Android,19.11.124.45
3152,tnifpj,Amsterdam,4K,LG,Ubuntu,68.85.141.170
3153,7Ml6jI3,Paris,4K,LG,Ubuntu,46.128.200.102
3154,PfKve,Amsterdam,4K,LG,Ubuntu,242.255.176.25
3155,2s61jK,Amsterdam,"Full HD",Philips,Ubuntu,14.206.26.105
3156,3mKYyU,Paris,"Full HD",Philips,Linux,59.103.143.104
3157,Tvhz2xn4Ha,Berlin,4K,Samsung,Linux,140.226.214.34
3158,glG0F,Amsterdam,4K,Samsung,Ubuntu,98.255.251.93
3159,p1dOB5,Paris,4K,Sencor,Ubuntu,89.115.60.96
3160,ceZdvMTNt,Warsaw,"Full HD",Sencor,Ubuntu,139.236.36.168
3161,GmWl5Rc,Paris,4K,LG,Ubuntu,137.235.25.26
3162,1EqPre,Paris,4K,Samsung,Linux,83.67.30.207
3163,o8aUvPdQZH,Paris,4K,LG,Android,215.184.193.128
3164,Py4GRh9jZ,Berlin,"Full HD",LG,Ubuntu,166.125.239.150
3165,lpBzDa,Amsterdam,4K,Samsung,Ubuntu,250.180.171.164
3166,EcfdaWs,Warsaw,"Full HD",LG,Ubuntu,234.175.1.98
3167,rbsVHnRFv,Warsaw,4K,LG,Android,101.114.20.62
3168,1jhRpbN,Amsterdam,4K,LG,Ubuntu,24.154.229.78
3169,1tTkI79,Amsterdam,"Full HD",Samsung,Android,227.104.33.18
3170,QOcIhXnd,Berlin,"Full HD",Samsung,Ubuntu,216.200.255.45
3171,THx6Rj,Amsterdam,4K,Sencor,Android,145.128.72.135
3172,OrEBsGY,Warsaw,4K,Samsung,Android,113.184.18.108
3173,qMvnD,Berlin,4K,Sencor,Android,89.32.94.187
